species,treatment,replicate,row,column,sp_rep,genotype,fragment,month,bw_raw,bw_initial_raw
pdae,pellets,4,A,5,2,1,14,1,10.139,10.022
pdae,pellets,4,C,10,6,1,32,1,12.423,12.314
pdae,pellets,4,C,4,5,2,4,1,11.243,10.811
pdae,pellets,4,D,10,8,2,48,1,8.017,7.842
pdae,pellets,4,D,4,7,3,9,1,11.002,10.875
pdae,pellets,4,E,3,9,3,37,1,10.94,10.793
pdae,pellets,4,B,1,4,4,14,1,8.513,8.435
pdae,pellets,4,A,1,1,4,26,1,17.052,16.953
pdae,pellets,4,A,7,3,5,15,1,7.163,7.171
pdae,pellets,4,E,10,10,5,30,1,9.684,9.647
plut,control,1,B,8,4,1,34,1,12.938,12.193
plut,control,1,A,2,1,2,34,1,11.343,10.916
plut,control,1,B,5,3,2,44,1,12.256,11.768
plut,control,1,D,2,7,3,17,1,9.722,9.145
plut,control,1,C,5,6,3,30,1,11.974,11.167
plut,control,1,B,9,5,3,32,1,8.801,8.537
plut,control,1,E,5,10,4,6,1,12.374,12.041
plut,control,1,D,9,9,4,19,1,10.335,9.924
plut,control,1,D,6,8,5,14,1,11.073,10.541
plut,control,1,A,10,2,5,16,1,9.175,8.841
plut,control,2,A,10,2,1,3,1,9.449,9.154
plut,control,2,B,9,5,2,29,1,10.415,10.183
plut,control,2,E,5,10,2,46,1,8.191,7.853
plut,control,2,D,9,9,3,1,1,10.189,9.964
plut,control,2,A,2,1,3,16,1,7.973,7.596
plut,control,2,B,5,3,3,25,1,10.193,9.628
plut,control,2,D,6,8,4,7,1,7.978,8.537
plut,control,2,B,8,4,4,20,1,9.761,9.314
plut,control,2,C,5,6,5,2,1,12.713,12.454
plut,control,2,D,2,7,5,21,1,8.532,8.332
plut,control,3,B,9,5,1,6,1,9.623,9.083
plut,control,3,A,10,2,1,8,1,9.57,9.182
plut,control,3,C,5,6,2,20,1,9.201,8.71
plut,control,3,D,6,8,2,31,1,7.96,7.552
plut,control,3,B,8,4,3,22,1,10.128,9.54
plut,control,3,E,5,10,3,56,1,11.259,10.529
plut,control,3,A,2,1,4,8,1,7.713,7.409
plut,control,3,D,2,7,4,9,1,11.411,10.986
plut,control,3,D,9,9,5,8,1,9.562,9.073
plut,control,3,B,5,3,5,23,1,10.906,10.296
plut,control,4,B,8,4,1,28,1,8.602,8.144
plut,control,4,B,9,5,2,18,1,9.207,8.937
plut,control,4,D,6,8,2,19,1,10.179,9.675
plut,control,4,B,5,3,3,24,1,9.568,9.076
plut,control,4,D,2,7,3,43,1,8.802,8.529
plut,control,4,C,5,6,3,59,1,9.265,8.483
plut,control,4,D,9,9,4,29,1,15.343,14.646
plut,control,4,A,10,2,4,40,1,6.415,6.207
plut,control,4,E,5,10,5,26,1,16.032,15.196
plut,control,4,A,2,1,5,37,1,9.279,8.885
plut,dissolved,1,D,6,8,1,26,1,9.652,9.26
plut,dissolved,1,B,5,3,1,32,1,10.809,10.091
plut,dissolved,1,A,2,1,2,39,1,11.812,11.594
plut,dissolved,1,C,5,6,2,45,1,9.309,9.097
plut,dissolved,1,A,10,2,3,38,1,10.116,9.858
plut,dissolved,1,E,5,10,3,57,1,13.297,12.641
plut,dissolved,1,B,8,4,4,3,1,13.949,13.285
plut,dissolved,1,B,9,5,4,25,1,9.524,9.235
plut,dissolved,1,D,9,9,5,3,1,11.569,11.231
plut,dissolved,1,D,2,7,5,12,1,10.319,9.961
plut,dissolved,2,D,9,9,1,10,1,7.806,7.371
plut,dissolved,2,D,6,8,1,17,1,8.939,8.275
plut,dissolved,2,A,2,1,2,24,1,11.286,11.729
plut,dissolved,2,A,10,2,2,52,1,7.124,7.096
plut,dissolved,2,B,5,3,3,4,1,9.531,9.122
plut,dissolved,2,D,2,7,3,29,1,11.032,10.233
plut,dissolved,2,C,5,6,4,1,1,10.563,10.077
plut,dissolved,2,E,5,10,4,24,1,10.753,10.231
plut,dissolved,2,B,9,5,5,7,1,11.208,10.13
plut,dissolved,2,B,8,4,5,15,1,4.612,10.871
plut,dissolved,3,D,6,8,1,31,1,8.843,8.517
plut,dissolved,3,A,2,1,2,13,1,8.842,8.644
plut,dissolved,3,D,9,9,2,22,1,8.734,8.484
plut,dissolved,3,A,10,2,3,18,1,7.826,7.616
plut,dissolved,3,D,2,7,3,44,1,12.026,11.631
plut,dissolved,3,B,5,3,4,38,1,11.102,10.562
plut,dissolved,3,C,5,6,4,43,1,10.832,10.376
plut,dissolved,3,B,8,4,5,29,1,12.199,11.838
plut,dissolved,3,B,9,5,5,33,1,8.884,8.488
plut,dissolved,3,E,5,10,5,51,1,13.793,13.088
plut,dissolved,4,A,10,2,1,20,1,9.188,8.924
plut,dissolved,4,B,5,3,2,9,1,9.772,9.268
plut,dissolved,4,A,2,1,2,21,1,9.582,9.401
plut,dissolved,4,C,5,6,3,9,1,10.052,9.765
plut,dissolved,4,D,2,7,3,37,1,11.245,9.544
plut,dissolved,4,E,5,10,4,34,1,9.981,9.563
plut,dissolved,4,B,9,5,4,35,1,10.715,10.47
plut,dissolved,4,B,8,4,5,25,1,8.343,7.974
plut,dissolved,4,D,6,8,5,34,1,9.674,7.469
plut,dissolved,4,D,9,9,5,35,1,9.906,9.519
plut,fish,1,A,10,2,1,5,1,12.58,12.187
plut,fish,1,B,8,4,1,35,1,12.314,11.654
plut,fish,1,B,9,5,2,16,1,12.852,12.47
plut,fish,1,A,2,1,2,38,1,10.439,10.277
plut,fish,1,D,2,7,3,11,1,10.525,10.048
plut,fish,1,B,5,3,3,15,1,10.956,10.345
plut,fish,1,E,5,10,4,13,1,10.173,9.683
plut,fish,1,C,5,6,4,17,1,13.244,12.724
plut,fish,1,D,9,9,5,5,1,11.082,10.536
plut,fish,1,D,6,8,5,6,1,9.449,9.112
plut,fish,2,E,5,10,1,7,1,9.543,8.893
plut,fish,2,A,10,2,1,18,1,11.461,10.832
plut,fish,2,A,2,1,2,17,1,12.595,12.337
plut,fish,2,B,9,5,2,43,1,9.921,9.584
plut,fish,2,D,2,7,3,2,1,11.682,11.345
plut,fish,2,B,5,3,3,55,1,11.688,11.106
plut,fish,2,C,5,6,4,4,1,10.013,9.62
plut,fish,2,D,9,9,4,23,1,10.377,9.996
plut,fish,2,D,6,8,5,11,1,15.692,15.002
plut,fish,2,B,8,4,5,19,1,9.54,9.244
plut,fish,3,B,8,4,1,13,1,7.553,7.407
plut,fish,3,D,9,9,2,5,1,12.662,12.421
plut,fish,3,E,5,10,2,26,1,8.246,7.754
plut,fish,3,B,5,3,3,47,1,10.138,9.584
plut,fish,3,A,10,2,3,49,1,7.405,7.155
plut,fish,3,B,9,5,3,54,1,8.314,8.15
plut,fish,3,C,5,6,4,31,1,9.239,8.757
plut,fish,3,A,2,1,4,41,1,14.074,13.61
plut,fish,3,D,6,8,5,46,1,11.285,10.717
plut,fish,3,D,2,7,5,53,1,8.659,8.169
plut,fish,4,A,10,2,1,2,1,10.477,10.053
plut,fish,4,E,5,10,2,1,1,13.454,13.034
plut,fish,4,B,8,4,2,51,1,9.312,9.081
plut,fish,4,A,2,1,3,27,1,8.573,8.25
plut,fish,4,D,2,7,3,64,1,9.441,9.136
plut,fish,4,D,9,9,4,32,1,8.425,8.193
plut,fish,4,B,9,5,4,54,1,11.752,11.424
plut,fish,4,C,5,6,5,24,1,9.685,9.174
plut,fish,4,D,6,8,5,43,1,11.554,10.998
plut,fish,4,B,5,3,5,50,1,11.72,12.101
plut,livefeeds,1,D,6,8,1,9,1,10.747,9.952
plut,livefeeds,1,A,10,2,1,33,1,11.109,10.742
plut,livefeeds,1,D,2,7,2,10,1,7.03,6.764
plut,livefeeds,1,C,5,6,2,37,1,8.552,8.123
plut,livefeeds,1,E,5,10,3,7,1,9.627,9.231
plut,livefeeds,1,B,5,3,3,42,1,9.653,9.068
plut,livefeeds,1,D,9,9,4,21,1,8.213,7.969
plut,livefeeds,1,B,9,5,4,26,1,10.84,10.581
plut,livefeeds,1,B,8,4,5,9,1,8.975,8.545
plut,livefeeds,1,A,2,1,5,18,1,9.876,9.633
plut,livefeeds,2,A,10,2,1,12,1,9.836,9.438
plut,livefeeds,2,B,8,4,1,22,1,10.257,9.716
plut,livefeeds,2,D,6,8,2,8,1,9.484,9.07
plut,livefeeds,2,D,2,7,2,27,1,11.275,10.916
plut,livefeeds,2,B,5,3,3,13,1,8.622,8.009
plut,livefeeds,2,A,2,1,3,46,1,9.85,9.483
plut,livefeeds,2,B,9,5,4,11,1,13.159,12.88
plut,livefeeds,2,C,5,6,4,15,1,9.629,9.209
plut,livefeeds,2,D,9,9,5,1,1,9.646,9.32
plut,livefeeds,2,E,5,10,5,22,1,8.886,8.548
plut,livefeeds,3,B,8,4,1,14,1,8.472,7.939
plut,livefeeds,3,B,5,3,2,28,1,10.894,10.437
plut,livefeeds,3,D,6,8,2,36,1,7.215,7.028
plut,livefeeds,3,B,9,5,3,8,1,9.293,9.022
plut,livefeeds,3,D,2,7,3,14,1,9.42,8.8
plut,livefeeds,3,C,5,6,3,34,1,9.548,8.64
plut,livefeeds,3,E,5,10,4,39,1,16.453,15.639
plut,livefeeds,3,A,10,2,4,55,1,10.692,10.41
plut,livefeeds,3,D,9,9,5,27,1,9.963,9.554
plut,livefeeds,3,A,2,1,5,36,1,14.718,13.81
plut,livefeeds,4,A,10,2,1,30,1,7.831,7.576
plut,livefeeds,4,B,8,4,2,23,1,13.67,13.399
plut,livefeeds,4,B,5,3,2,47,1,13.934,13.38
plut,livefeeds,4,B,9,5,3,10,1,8.653,8.356
plut,livefeeds,4,D,2,7,3,19,1,9.29,8.761
plut,livefeeds,4,C,5,6,3,35,1,8.481,7.853
plut,livefeeds,4,A,2,1,4,50,1,9.763,9.448
plut,livefeeds,4,D,9,9,4,58,1,10.947,10.728
plut,livefeeds,4,E,5,10,5,38,1,8.335,7.847
plut,livefeeds,4,D,6,8,5,39,1,11.939,11.293
plut,mix,1,D,6,8,1,1,1,13.584,10.781
plut,mix,1,B,9,5,1,24,1,12.284,11.748
plut,mix,1,A,10,2,2,3,1,8.635,8.478
plut,mix,1,E,5,10,2,40,1,10.428,7.421
plut,mix,1,D,2,7,3,6,1,8.869,8.622
plut,mix,1,A,2,1,3,36,1,10.033,9.824
plut,mix,1,B,8,4,4,2,1,9.735,9.252
plut,mix,1,D,9,9,4,22,1,8.8,8.433
plut,mix,1,C,5,6,5,10,1,12.819,12.206
plut,mix,1,B,5,3,5,17,1,16.83,14.966
plut,mix,2,A,10,2,1,19,1,9.07,8.801
plut,mix,2,B,5,3,1,25,1,9.749,9.213
plut,mix,2,D,6,8,2,35,1,10.769,7.022
plut,mix,2,C,5,6,2,49,1,10.175,9.743
plut,mix,2,B,8,4,3,26,1,8.786,8.546
plut,mix,2,A,2,1,3,60,1,9.445,9.209
plut,mix,2,B,9,5,4,10,1,11.368,11.233
plut,mix,2,D,9,9,4,16,1,12.229,11.93
plut,mix,2,D,2,7,5,4,1,9.623,9.274
plut,mix,2,E,5,10,5,13,1,9.172,8.825
plut,mix,3,A,10,2,1,11,1,8.578,8.208
plut,mix,3,D,9,9,1,15,1,8.899,8.555
plut,mix,3,D,6,8,2,30,1,12.097,11.647
plut,mix,3,B,9,5,2,42,1,10.667,10.499
plut,mix,3,B,5,3,3,12,1,7.747,7.241
plut,mix,3,A,2,1,3,23,1,8.621,8.165
plut,mix,3,B,8,4,4,46,1,9.702,9.319
plut,mix,3,D,2,7,4,48,1,16.554,15.987
plut,mix,3,C,5,6,5,49,1,12.601,9.557
plut,mix,3,E,5,10,5,52,1,12.886,12.205
plut,mix,4,A,10,2,1,4,1,11.743,11.282
plut,mix,4,B,5,3,1,16,1,8.888,8.387
plut,mix,4,C,5,6,2,14,1,14.284,13.717
plut,mix,4,A,2,1,2,33,1,8.204,8.049
plut,mix,4,E,5,10,3,3,1,10.028,9.607
plut,mix,4,B,9,5,3,62,1,10.171,9.959
plut,mix,4,B,8,4,4,37,1,12.633,12.325
plut,mix,4,D,9,9,4,47,1,7.881,7.671
plut,mix,4,D,6,8,5,28,1,13.242,12.594
plut,mix,4,D,2,7,5,44,1,8.921,8.499
plut,pellets,1,E,5,10,1,23,1,9.974,9.412
plut,pellets,1,C,5,6,2,25,1,10.292,9.92
plut,pellets,1,D,2,7,2,50,1,10.004,9.687
plut,pellets,1,D,9,9,3,20,1,8.177,7.87
plut,pellets,1,D,6,8,3,28,1,9.338,9.005
plut,pellets,1,B,5,3,3,45,1,10.253,9.652
plut,pellets,1,A,10,2,4,27,1,12.484,12.221
plut,pellets,1,B,8,4,4,33,1,17.902,17.104
plut,pellets,1,B,9,5,5,32,1,10.777,10.351
plut,pellets,1,A,2,1,5,40,1,9.663,9.356
plut,pellets,2,A,10,2,1,21,1,9.123,8.914
plut,pellets,2,D,9,9,2,7,1,8.306,8.029
plut,pellets,2,A,2,1,2,12,1,10.919,10.711
plut,pellets,2,D,6,8,2,41,1,10.407,10.162
plut,pellets,2,B,9,5,3,33,1,8.958,8.714
plut,pellets,2,D,2,7,3,48,1,8.745,8.598
plut,pellets,2,E,5,10,4,51,1,8.445,8.108
plut,pellets,2,B,8,4,4,59,1,10.537,10.3
plut,pellets,2,C,5,6,5,30,1,11.008,10.393
plut,pellets,2,B,5,3,5,45,1,10.655,10.11
plut,pellets,3,A,10,2,1,27,1,8.534,8.325
plut,pellets,3,D,6,8,2,6,1,9.336,8.958
plut,pellets,3,D,2,7,2,11,1,10.756,10.289
plut,pellets,3,A,2,1,3,31,1,10.544,10.122
plut,pellets,3,C,5,6,3,58,1,8.503,8.152
plut,pellets,3,D,9,9,4,30,1,10.803,10.499
plut,pellets,3,B,9,5,4,57,1,10.525,10.232
plut,pellets,3,E,5,10,5,42,1,9.172,8.602
plut,pellets,3,B,5,3,5,47,1,14.521,13.74
plut,pellets,3,B,8,4,5,48,1,9.956,11.165
plut,pellets,4,D,9,9,1,29,1,13.049,12.739
plut,pellets,4,B,5,3,2,2,1,10.426,10.195
plut,pellets,4,E,5,10,2,32,1,11.398,11.106
plut,pellets,4,D,2,7,3,5,1,9.583,9.475
plut,pellets,4,A,10,2,3,40,1,12.725,12.507
plut,pellets,4,D,6,8,3,41,1,10.128,9.838
plut,pellets,4,B,8,4,4,49,1,8.434,8.295
plut,pellets,4,B,9,5,4,52,1,8.123,7.894
plut,pellets,4,C,5,6,5,31,1,10.055,9.661
plut,pellets,4,A,2,1,5,41,1,8.089,7.786
pver,control,1,C,9,5,1,24,1,6.151,6.092
pver,control,1,B,2,3,2,41,1,9.544,9.37
pver,control,1,D,7,6,2,49,1,9.011,8.799
pver,control,1,E,4,8,3,60,1,7.68,7.498
pver,control,1,E,9,10,3,61,1,7.885,7.689
pver,control,1,A,4,1,4,44,1,10.393,9.898
pver,control,1,E,1,7,4,45,1,14.151,13.937
pver,control,1,A,6,2,4,50,1,9.349,8.912
pver,control,1,E,8,9,5,28,1,8.508,8.206
pver,control,1,B,10,4,5,29,1,10.595,10.281
pver,control,2,C,9,5,1,3,1,6.129,6.046
pver,control,2,E,8,9,2,14,1,7.472,7.283
pver,control,2,B,10,4,2,21,1,9.863,9.8
pver,control,2,E,9,10,3,26,1,6.73,6.68
pver,control,2,A,6,2,3,34,1,5.252,5.233
pver,control,2,D,7,6,3,41,1,7.64,7.461
pver,control,2,A,4,1,4,23,1,7.733,7.462
pver,control,2,E,4,8,4,24,1,5.893,5.678
pver,control,2,E,1,7,5,31,1,7.716,7.542
pver,control,2,B,2,3,5,38,1,8.786,8.539
pver,control,3,D,7,6,1,4,1,6.715,6.559
pver,control,3,B,10,4,1,36,1,5.895,5.783
pver,control,3,C,9,5,2,13,1,8.494,8.224
pver,control,3,E,9,10,2,23,1,13.134,12.942
pver,control,3,B,2,3,3,11,1,8.014,7.879
pver,control,3,E,1,7,3,12,1,9.047,8.971
pver,control,3,A,6,2,4,33,1,8.388,7.951
pver,control,3,E,8,9,4,34,1,9.635,9.075
pver,control,3,E,4,8,5,39,1,6.174,5.955
pver,control,3,A,4,1,5,40,1,7.041,6.79
pver,control,4,D,7,6,1,29,1,8.657,8.439
pver,control,4,C,9,5,1,37,1,4.405,4.409
pver,control,4,A,6,2,2,12,1,8.517,8.348
pver,control,4,E,9,10,2,28,1,12.835,12.445
pver,control,4,B,10,4,3,7,1,13.085,12.993
pver,control,4,E,4,8,3,21,1,12.537,12.39
pver,control,4,E,8,9,4,7,1,8.002,9.845
pver,control,4,B,2,3,4,37,1,8.438,8.175
pver,control,4,A,4,1,5,7,1,15.347,14.974
pver,control,4,E,1,7,5,18,1,10.448,10.275
pver,dissolved,1,E,9,10,1,21,1,6.906,6.855
pver,dissolved,1,A,6,2,2,38,1,11.235,11.071
pver,dissolved,1,E,4,8,2,46,1,10.803,10.713
pver,dissolved,1,B,2,3,3,23,1,7.601,7.589
pver,dissolved,1,E,8,9,3,35,1,9.742,9.594
pver,dissolved,1,D,7,6,4,35,1,6.045,5.939
pver,dissolved,1,C,9,5,4,40,1,6.248,6.092
pver,dissolved,1,E,1,7,4,43,1,9.101,8.819
pver,dissolved,1,A,4,1,5,9,1,8.911,8.762
pver,dissolved,1,B,10,4,5,45,1,12.475,11.332
pver,dissolved,2,C,9,5,1,6,1,6.595,6.551
pver,dissolved,2,B,10,4,1,18,1,6.359,6.282
pver,dissolved,2,D,7,6,2,30,1,8.136,7.925
pver,dissolved,2,E,9,10,2,31,1,6.657,7.587
pver,dissolved,2,A,6,2,3,10,1,8.357,8.238
pver,dissolved,2,E,8,9,3,25,1,9.686,9.588
pver,dissolved,2,E,4,8,4,19,1,9.439,7.981
pver,dissolved,2,B,2,3,4,20,1,10.622,10.223
pver,dissolved,2,E,1,7,5,2,1,11.905,11.656
pver,dissolved,2,A,4,1,5,15,1,12.049,12.478
pver,dissolved,3,E,4,8,1,7,1,9.274,8.966
pver,dissolved,3,B,2,3,1,28,1,5.241,5.195
pver,dissolved,3,E,8,9,2,45,1,10.066,9.912
pver,dissolved,3,A,6,2,2,51,1,7.547,7.454
pver,dissolved,3,C,9,5,3,31,1,7.425,7.358
pver,dissolved,3,B,10,4,3,32,1,7.902,7.834
pver,dissolved,3,D,7,6,4,12,1,8.608,8.311
pver,dissolved,3,E,9,10,4,32,1,8.092,7.828
pver,dissolved,3,A,4,1,5,4,1,11.863,11.662
pver,dissolved,3,E,1,7,5,10,1,10.68,10.457
pver,dissolved,4,E,8,9,1,1,1,8.15,7.951
pver,dissolved,4,B,10,4,1,25,1,6.355,6.315
pver,dissolved,4,A,6,2,2,25,1,10.178,9.966
pver,dissolved,4,B,2,3,2,36,1,10.547,10.457
pver,dissolved,4,E,1,7,3,6,1,14.515,14.426
pver,dissolved,4,D,7,6,3,40,1,5.744,9.453
pver,dissolved,4,E,9,10,4,2,1,12.656,12.244
pver,dissolved,4,E,4,8,4,28,1,5.989,5.817
pver,dissolved,4,A,4,1,5,12,1,9.184,8.864
pver,dissolved,4,C,9,5,5,14,1,8.037,7.402
pver,fish,1,B,10,4,1,15,1,7.231,7.138
pver,fish,1,C,9,5,1,20,1,6.161,6.043
pver,fish,1,A,6,2,2,42,1,6.917,6.776
pver,fish,1,E,4,8,2,43,1,7.339,7.245
pver,fish,1,B,2,3,2,50,1,8.074,7.966
pver,fish,1,E,1,7,3,57,1,6.398,6.309
pver,fish,1,E,9,10,3,58,1,6.01,5.915
pver,fish,1,E,8,9,4,47,1,5.366,5.179
pver,fish,1,D,7,6,4,48,1,9.628,9.162
pver,fish,1,A,4,1,5,56,1,3.79,3.743
pver,fish,2,C,9,5,1,5,1,6.238,6.145
pver,fish,2,E,8,9,2,9,1,7.423,7.28
pver,fish,2,E,1,7,2,15,1,10.829,10.65
pver,fish,2,E,9,10,3,22,1,9.335,9.255
pver,fish,2,D,7,6,3,27,1,9.496,9.41
pver,fish,2,B,2,3,3,28,1,10.998,10.904
pver,fish,2,B,10,4,4,10,1,6.801,6.692
pver,fish,2,A,6,2,4,22,1,7.599,7.299
pver,fish,2,A,4,1,5,3,1,11.062,10.731
pver,fish,2,E,4,8,5,11,1,6.338,6.167
pver,fish,3,C,9,5,1,16,1,9.133,9.002
pver,fish,3,D,7,6,1,32,1,4.492,4.414
pver,fish,3,A,4,1,2,7,1,11.716,11.491
pver,fish,3,E,1,7,2,29,1,10.947,10.767
pver,fish,3,B,10,4,3,3,1,10.116,10.035
pver,fish,3,E,8,9,3,4,1,9.093,8.897
pver,fish,3,B,2,3,4,6,1,9.898,9.635
pver,fish,3,E,9,10,4,9,1,8.878,8.685
pver,fish,3,A,6,2,5,27,1,11.744,11.409
pver,fish,3,E,4,8,5,36,1,6.478,6.256
pver,fish,4,A,6,2,1,30,1,10.359,10.128
pver,fish,4,B,10,4,1,39,1,6.688,6.577
pver,fish,4,C,9,5,2,20,1,12.113,11.896
pver,fish,4,E,9,10,2,27,1,6.79,6.676
pver,fish,4,D,7,6,3,42,1,10.828,10.57
pver,fish,4,E,4,8,3,44,1,10.964,10.674
pver,fish,4,E,8,9,4,8,1,10.785,10.529
pver,fish,4,E,1,7,4,25,1,11.452,11.161
pver,fish,4,A,4,1,5,24,1,6.724,6.549
pver,fish,4,B,2,3,5,43,1,12.846,12.508
pver,livefeeds,1,C,9,5,1,35,1,8.128,7.988
pver,livefeeds,1,A,6,2,2,1,1,10.932,10.951
pver,livefeeds,1,E,8,9,2,22,1,6.756,6.583
pver,livefeeds,1,E,9,10,2,35,1,8.891,8.725
pver,livefeeds,1,A,4,1,3,15,1,8.872,8.787
pver,livefeeds,1,B,10,4,3,16,1,7.212,7.183
pver,livefeeds,1,E,1,7,4,27,1,5.486,5.31
pver,livefeeds,1,D,7,6,4,41,1,8.28,7.769
pver,livefeeds,1,B,2,3,5,1,1,14.445,13.948
pver,livefeeds,1,E,4,8,5,32,1,6.173,5.959
pver,livefeeds,2,D,7,6,1,2,1,5.853,5.742
pver,livefeeds,2,E,8,9,1,11,1,4.849,4.778
pver,livefeeds,2,A,4,1,2,8,1,8.609,8.295
pver,livefeeds,2,A,6,2,2,16,1,16.916,16.222
pver,livefeeds,2,E,4,8,3,20,1,7.552,7.492
pver,livefeeds,2,B,2,3,3,38,1,6.266,6.227
pver,livefeeds,2,E,1,7,4,21,1,10.617,10.097
pver,livefeeds,2,C,9,5,4,42,1,6.061,7.882
pver,livefeeds,2,B,10,4,5,33,1,5.725,5.611
pver,livefeeds,2,E,9,10,5,34,1,7.126,7.008
pver,livefeeds,3,A,6,2,1,13,1,7.265,6.915
pver,livefeeds,3,D,7,6,1,19,1,11.472,10.999
pver,livefeeds,3,E,4,8,2,4,1,8.909,8.424
pver,livefeeds,3,B,2,3,2,32,1,10.686,9.944
pver,livefeeds,3,E,8,9,3,1,1,11.283,11.038
pver,livefeeds,3,E,9,10,3,8,1,10.49,10.31
pver,livefeeds,3,E,1,7,4,13,1,8.651,8.229
pver,livefeeds,3,A,4,1,4,39,1,13.615,12.728
pver,livefeeds,3,C,9,5,5,21,1,12.498,12.104
pver,livefeeds,3,B,10,4,5,22,1,8.347,8.157
pver,livefeeds,4,E,8,9,1,33,1,11.678,11.226
pver,livefeeds,4,D,7,6,1,40,1,8.397,7.976
pver,livefeeds,4,A,6,2,2,18,1,10.287,9.591
pver,livefeeds,4,E,4,8,2,19,1,6.945,6.612
pver,livefeeds,4,E,9,10,3,39,1,7.587,7.412
pver,livefeeds,4,B,2,3,3,43,1,13.743,13.42
pver,livefeeds,4,C,9,5,4,4,1,11.141,10.666
pver,livefeeds,4,B,10,4,4,16,1,11.402,10.982
pver,livefeeds,4,A,4,1,5,13,1,9.501,9.044
pver,livefeeds,4,E,1,7,5,19,1,8.01,7.646
pver,mix,1,E,9,10,1,34,1,5.224,5.192
pver,mix,1,A,4,1,2,40,1,9.732,9.604
pver,mix,1,B,2,3,2,47,1,8.489,8.377
pver,mix,1,E,1,7,3,55,1,6.9,6.778
pver,mix,1,E,8,9,3,56,1,5.965,5.592
pver,mix,1,B,10,4,3,59,1,6.342,6.245
pver,mix,1,A,6,2,4,46,1,12.356,11.99
pver,mix,1,D,7,6,4,49,1,7.96,6.981
pver,mix,1,E,4,8,5,44,1,11.185,9.474
pver,mix,1,C,9,5,5,57,1,4.398,4.32
pver,mix,2,E,9,10,1,22,1,12.246,6.697
pver,mix,2,B,10,4,2,37,1,6.824,6.691
pver,mix,2,E,1,7,2,44,1,11.479,11.358
pver,mix,2,B,2,3,2,48,1,7.959,7.826
pver,mix,2,E,4,8,3,19,1,8.914,8.787
pver,mix,2,A,6,2,3,24,1,9.431,9.36
pver,mix,2,A,4,1,4,29,1,6.366,6.262
pver,mix,2,D,7,6,4,30,1,11.702,11.26
pver,mix,2,C,9,5,5,30,1,7.216,6.984
pver,mix,2,E,8,9,5,35,1,10.792,10.626
pver,mix,3,C,9,5,1,9,1,9.606,9.361
pver,mix,3,E,8,9,1,14,1,7.987,7.813
pver,mix,3,E,4,8,2,3,1,13.134,12.625
pver,mix,3,B,10,4,2,10,1,9.256,9.023
pver,mix,3,E,9,10,3,13,1,12.532,12.38
pver,mix,3,D,7,6,3,33,1,6.14,6.02
pver,mix,3,E,1,7,4,5,1,9.442,9.155
pver,mix,3,A,4,1,4,18,1,8.471,8.149
pver,mix,3,B,2,3,5,16,1,6.172,6.509
pver,mix,3,A,6,2,5,41,1,11.152,10.545
pver,mix,4,B,10,4,1,12,1,9.921,9.821
pver,mix,4,C,9,5,1,17,1,5.336,5.267
pver,mix,4,A,6,2,2,2,1,7.711,7.317
pver,mix,4,D,7,6,2,39,1,17.073,16.691
pver,mix,4,E,9,10,3,9,1,7.689,7.609
pver,mix,4,E,4,8,3,14,1,14.675,14.445
pver,mix,4,E,1,7,4,11,1,10.498,10.141
pver,mix,4,B,2,3,4,26,1,6.244,6.002
pver,mix,4,A,4,1,5,37,1,6.911,6.704
pver,mix,4,E,8,9,5,42,1,12.515,12.189
pver,pellets,1,C,9,5,1,8,1,8.76,8.627
pver,pellets,1,A,6,2,1,26,1,5.532,5.455
pver,pellets,1,D,7,6,2,17,1,6.871,6.65
pver,pellets,1,E,4,8,2,34,1,12.966,12.653
pver,pellets,1,E,9,10,3,2,1,13.134,12.986
pver,pellets,1,E,1,7,3,18,1,6.491,6.442
pver,pellets,1,B,10,4,4,17,1,5.687,5.532
pver,pellets,1,B,2,3,4,38,1,9.681,9.383
pver,pellets,1,E,8,9,5,17,1,7.116,6.872
pver,pellets,1,A,4,1,5,20,1,12.044,11.478
pver,pellets,2,A,6,2,1,10,1,10.056,9.944
pver,pellets,2,D,7,6,1,38,1,5.103,5.064
pver,pellets,2,B,2,3,2,5,1,9.898,9.821
pver,pellets,2,E,1,7,2,24,1,16.961,16.727
pver,pellets,2,B,10,4,3,30,1,6.894,6.87
pver,pellets,2,E,8,9,3,36,1,9.463,9.368
pver,pellets,2,E,4,8,4,1,1,13.153,12.987
pver,pellets,2,E,9,10,4,36,1,6.467,6.359
pver,pellets,2,A,4,1,5,5,1,11.414,11.262
pver,pellets,2,C,9,5,5,23,1,4.677,4.538
pver,pellets,3,E,9,10,1,27,1,12.955,12.752
pver,pellets,3,C,9,5,1,31,1,4.674,4.624
pver,pellets,3,E,8,9,2,11,1,8.481,8.313
pver,pellets,3,E,1,7,2,33,1,7.15,7.065
pver,pellets,3,A,6,2,3,5,1,13.299,13.087
pver,pellets,3,E,4,8,3,29,1,9.887,9.704
pver,pellets,3,D,7,6,4,14,1,7.887,7.474
pver,pellets,3,B,10,4,4,31,1,9.532,9.318
pver,pellets,3,B,2,3,5,8,1,10.369,9.959
pver,pellets,3,A,4,1,5,26,1,12.307,11.77
pver,pellets,4,C,9,5,1,23,1,8.485,8.457
pver,pellets,4,E,8,9,1,50,1,4.586,4.614
pver,pellets,4,B,10,4,2,6,1,13.013,12.897
