species,treatment,replicate,row,column,sp_rep,genotype,fragment,month,bw_raw,bw_initial_raw
pdae,pellets,3,E,10,10,3,8,2,17.949,17.878
pdae,pellets,3,A,1,1,3,25,2,10.346,10.314
pdae,pellets,3,B,1,4,4,30,2,13.256,12.933
pdae,pellets,3,D,4,7,5,18,2,9.399,9.32
pdae,pellets,3,E,3,9,5,49,2,10.137,9.999
pdae,pellets,4,A,5,2,1,14,2,10.177,10.022
pdae,pellets,4,C,10,6,1,32,2,12.469,12.314
pdae,pellets,4,C,4,5,2,4,2,11.526,10.811
pdae,pellets,4,D,10,8,2,48,2,8.092,7.842
pdae,pellets,4,D,4,7,3,9,2,10.981,10.875
pdae,pellets,4,E,3,9,3,37,2,10.945,10.793
pdae,pellets,4,B,1,4,4,14,2,8.533,8.435
pdae,pellets,4,A,1,1,4,26,2,17.121,16.953
pdae,pellets,4,A,7,3,5,15,2,7.247,7.171
pdae,pellets,4,E,10,10,5,30,2,9.681,9.647
plut,control,1,B,8,4,1,34,2,13.39589494,12.193
plut,control,1,A,2,1,2,34,2,11.241,10.916
plut,control,1,B,5,3,2,44,2,12.64,11.768
plut,control,1,D,2,7,3,17,2,10.072,9.145
plut,control,1,C,5,6,3,30,2,12.413,11.167
plut,control,1,B,9,5,3,32,2,8.989,8.537
plut,control,1,E,5,10,4,6,2,12.622,12.041
plut,control,1,D,9,9,4,19,2,10.304,9.924
plut,control,1,D,6,8,5,14,2,11.421,10.541
plut,control,1,A,10,2,5,16,2,9.341,8.841
plut,control,2,A,10,2,1,3,2,9.698,9.154
plut,control,2,B,9,5,2,29,2,10.536,10.183
plut,control,2,E,5,10,2,46,2,8.262,7.853
plut,control,2,D,9,9,3,1,2,10.328,9.964
plut,control,2,A,2,1,3,16,2,8.139,7.596
plut,control,2,B,5,3,3,25,2,10.312,9.628
plut,control,2,D,6,8,4,7,2,8.344,8.537
plut,control,2,B,8,4,4,20,2,10.048,9.314
plut,control,2,C,5,6,5,2,2,12.955,12.454
plut,control,2,D,2,7,5,21,2,8.699,8.332
plut,control,3,B,9,5,1,6,2,9.977,9.083
plut,control,3,A,10,2,1,8,2,9.812,9.182
plut,control,3,C,5,6,2,20,2,9.37,8.71
plut,control,3,D,6,8,2,31,2,8.225,7.552
plut,control,3,B,8,4,3,22,2,10.477,9.54
plut,control,3,E,5,10,3,56,2,11.888,10.529
plut,control,3,A,2,1,4,8,2,7.824,7.409
plut,control,3,D,2,7,4,9,2,11.39789494,10.986
plut,control,3,D,9,9,5,8,2,9.789,9.073
plut,control,3,B,5,3,5,23,2,11.201,10.296
plut,control,4,B,8,4,1,28,2,9.143,8.144
plut,control,4,B,9,5,2,18,2,9.483,8.937
plut,control,4,D,6,8,2,19,2,10.499,9.675
plut,control,4,B,5,3,3,24,2,9.913,9.076
plut,control,4,D,2,7,3,43,2,9.018,8.529
plut,control,4,C,5,6,3,59,2,9.841,8.483
plut,control,4,D,9,9,4,29,2,15.775,14.646
plut,control,4,A,10,2,4,40,2,6.514,6.207
plut,control,4,E,5,10,5,26,2,16.637,15.196
plut,control,4,A,2,1,5,37,2,9.525,8.885
plut,dissolved,1,D,6,8,1,26,2,10.175,9.26
plut,dissolved,1,B,5,3,1,32,2,11.581,10.091
plut,dissolved,1,A,2,1,2,39,2,12.018,11.594
plut,dissolved,1,C,5,6,2,45,2,9.566,9.097
plut,dissolved,1,A,10,2,3,38,2,10.31,9.858
plut,dissolved,1,E,5,10,3,57,2,13.901,12.641
plut,dissolved,1,B,8,4,4,3,2,14.587,13.285
plut,dissolved,1,B,9,5,4,25,2,9.819,9.235
plut,dissolved,1,D,9,9,5,3,2,11.874,11.231
plut,dissolved,1,D,2,7,5,12,2,10.65489494,9.961
plut,dissolved,2,D,9,9,1,10,2,8.607894942,7.371
plut,dissolved,2,D,6,8,1,17,2,9.739894942,8.275
plut,dissolved,2,A,2,1,2,24,2,12.175,11.729
plut,dissolved,2,A,10,2,2,52,2,7.401,7.096
plut,dissolved,2,B,5,3,3,4,2,9.748,9.122
plut,dissolved,2,D,2,7,3,29,2,11.58189494,10.233
plut,dissolved,2,C,5,6,4,1,2,11.148,10.077
plut,dissolved,2,E,5,10,4,24,2,11.214,10.231
plut,dissolved,2,B,9,5,5,7,2,10.943,10.13
plut,dissolved,2,B,8,4,5,15,2,11.478,10.871
plut,dissolved,3,D,6,8,1,31,2,9.327,8.517
plut,dissolved,3,A,2,1,2,13,2,8.914,8.644
plut,dissolved,3,D,9,9,2,22,2,8.895,8.484
plut,dissolved,3,A,10,2,3,18,2,7.992,7.616
plut,dissolved,3,D,2,7,3,44,2,12.509,11.631
plut,dissolved,3,B,5,3,4,38,2,11.552,10.562
plut,dissolved,3,C,5,6,4,43,2,11.245,10.376
plut,dissolved,3,B,8,4,5,29,2,12.481,11.838
plut,dissolved,3,B,9,5,5,33,2,9.858894942,8.488
plut,dissolved,3,E,5,10,5,51,2,14.426,13.088
plut,dissolved,4,A,10,2,1,20,2,9.359,8.924
plut,dissolved,4,B,5,3,2,9,2,10.585,9.268
plut,dissolved,4,A,2,1,2,21,2,9.781,9.401
plut,dissolved,4,C,5,6,3,9,2,10.295,9.765
plut,dissolved,4,D,2,7,3,37,2,10.51,9.544
plut,dissolved,4,E,5,10,4,34,2,10.361,9.563
plut,dissolved,4,B,9,5,4,35,2,10.884,10.47
plut,dissolved,4,B,8,4,5,25,2,8.627,7.974
plut,dissolved,4,D,6,8,5,34,2,8.219,7.469
plut,dissolved,4,D,9,9,5,35,2,10.167,9.519
plut,fish,1,A,10,2,1,5,2,12.839,12.187
plut,fish,1,B,8,4,1,35,2,12.804,11.654
plut,fish,1,B,9,5,2,16,2,13.047,12.47
plut,fish,1,A,2,1,2,38,2,10.651,10.277
plut,fish,1,D,2,7,3,11,2,10.891,10.048
plut,fish,1,B,5,3,3,15,2,11.499,10.345
plut,fish,1,E,5,10,4,13,2,10.597,9.683
plut,fish,1,C,5,6,4,17,2,13.749,12.724
plut,fish,1,D,9,9,5,5,2,11.348,10.536
plut,fish,1,D,6,8,5,6,2,9.736,9.112
plut,fish,2,E,5,10,1,7,2,9.859894942,8.893
plut,fish,2,A,10,2,1,18,2,11.945,10.832
plut,fish,2,A,2,1,2,17,2,12.812,12.337
plut,fish,2,B,9,5,2,43,2,10.186,9.584
plut,fish,2,D,2,7,3,2,2,11.823,11.345
plut,fish,2,B,5,3,3,55,2,12.11,11.106
plut,fish,2,C,5,6,4,4,2,10.299,9.62
plut,fish,2,D,9,9,4,23,2,10.711,9.996
plut,fish,2,D,6,8,5,11,2,16.256,15.002
plut,fish,2,B,8,4,5,19,2,9.842,9.244
plut,fish,3,B,8,4,1,13,2,7.966,7.407
plut,fish,3,D,9,9,2,5,2,12.798,12.421
plut,fish,3,E,5,10,2,26,2,8.551,7.754
plut,fish,3,B,5,3,3,47,2,10.606,9.584
plut,fish,3,A,10,2,3,49,2,7.587,7.155
plut,fish,3,B,9,5,3,54,2,8.451,8.15
plut,fish,3,C,5,6,4,31,2,9.678,8.757
plut,fish,3,A,2,1,4,41,2,14.359,13.61
plut,fish,3,D,6,8,5,46,2,11.778,10.717
plut,fish,3,D,2,7,5,53,2,9.006,8.169
plut,fish,4,A,10,2,1,2,2,10.757,10.053
plut,fish,4,E,5,10,2,1,2,13.704,13.034
plut,fish,4,B,8,4,2,51,2,9.467,9.081
plut,fish,4,A,2,1,3,27,2,8.817,8.25
plut,fish,4,D,2,7,3,64,2,9.739,9.136
plut,fish,4,D,9,9,4,32,2,8.47,8.193
plut,fish,4,B,9,5,4,54,2,11.853,11.424
plut,fish,4,C,5,6,5,24,2,10.003,9.174
plut,fish,4,D,6,8,5,43,2,11.962,10.998
plut,fish,4,B,5,3,5,50,2,12.224,12.101
plut,livefeeds,1,D,6,8,1,9,2,11.09489494,9.952
plut,livefeeds,1,A,10,2,1,33,2,11.292,10.742
plut,livefeeds,1,D,2,7,2,10,2,7.126,6.764
plut,livefeeds,1,C,5,6,2,37,2,8.731,8.123
plut,livefeeds,1,E,5,10,3,7,2,9.768,9.231
plut,livefeeds,1,B,5,3,3,42,2,9.973,9.068
plut,livefeeds,1,D,9,9,4,21,2,8.277,7.969
plut,livefeeds,1,B,9,5,4,26,2,10.999,10.581
plut,livefeeds,1,B,8,4,5,9,2,9.097,8.545
plut,livefeeds,1,A,2,1,5,18,2,9.964,9.633
plut,livefeeds,2,A,10,2,1,12,2,10.045,9.438
plut,livefeeds,2,B,8,4,1,22,2,10.619,9.716
plut,livefeeds,2,D,6,8,2,8,2,9.644,9.07
plut,livefeeds,2,D,2,7,2,27,2,11.529,10.916
plut,livefeeds,2,B,5,3,3,13,2,8.909,8.009
plut,livefeeds,2,A,2,1,3,46,2,9.982,9.483
plut,livefeeds,2,B,9,5,4,11,2,13.292,12.88
plut,livefeeds,2,C,5,6,4,15,2,9.896,9.209
plut,livefeeds,2,D,9,9,5,1,2,10.03589494,9.32
plut,livefeeds,2,E,5,10,5,22,2,9.195,8.548
plut,livefeeds,3,B,8,4,1,14,2,8.732,7.939
plut,livefeeds,3,B,5,3,2,28,2,11.02089494,10.437
plut,livefeeds,3,D,6,8,2,36,2,7.254,7.028
plut,livefeeds,3,B,9,5,3,8,2,9.514,9.022
plut,livefeeds,3,D,2,7,3,14,2,9.707,8.8
plut,livefeeds,3,C,5,6,3,34,2,9.827894942,8.64
plut,livefeeds,3,E,5,10,4,39,2,16.877,15.639
plut,livefeeds,3,A,10,2,4,55,2,10.776,10.41
plut,livefeeds,3,D,9,9,5,27,2,10.082,9.554
plut,livefeeds,3,A,2,1,5,36,2,15.187,13.81
plut,livefeeds,4,A,10,2,1,30,2,8.028,7.576
plut,livefeeds,4,B,8,4,2,23,2,13.842,13.399
plut,livefeeds,4,B,5,3,2,47,2,14.188,13.38
plut,livefeeds,4,B,9,5,3,10,2,8.841,8.356
plut,livefeeds,4,D,2,7,3,19,2,9.518,8.761
plut,livefeeds,4,C,5,6,3,35,2,8.819,7.853
plut,livefeeds,4,A,2,1,4,50,2,9.934894942,9.448
plut,livefeeds,4,D,9,9,4,58,2,10.976,10.728
plut,livefeeds,4,E,5,10,5,38,2,8.49,7.847
plut,livefeeds,4,D,6,8,5,39,2,12.144,11.293
plut,mix,1,D,6,8,1,1,2,12.202,10.781
plut,mix,1,B,9,5,1,24,2,12.732,11.748
plut,mix,1,A,10,2,2,3,2,8.628,8.478
plut,mix,1,E,5,10,2,40,2,7.822894942,7.421
plut,mix,1,D,2,7,3,6,2,9.08,8.622
plut,mix,1,A,2,1,3,36,2,10.115,9.824
plut,mix,1,B,8,4,4,2,2,9.975,9.252
plut,mix,1,D,9,9,4,22,2,9.047,8.433
plut,mix,1,C,5,6,5,10,2,13.273,12.206
plut,mix,1,B,5,3,5,17,2,17.398,14.966
plut,mix,2,A,10,2,1,19,2,9.341894942,8.801
plut,mix,2,B,5,3,1,25,2,10.365,9.213
plut,mix,2,D,6,8,2,35,2,10.973,7.022
plut,mix,2,C,5,6,2,49,2,10.503,9.743
plut,mix,2,B,8,4,3,26,2,8.923,8.546
plut,mix,2,A,2,1,3,60,2,9.821,9.209
plut,mix,2,B,9,5,4,10,2,11.473,11.233
plut,mix,2,D,9,9,4,16,2,12.448,11.93
plut,mix,2,D,2,7,5,4,2,9.882,9.274
plut,mix,2,E,5,10,5,13,2,9.467,8.825
plut,mix,3,A,10,2,1,11,2,8.813,8.208
plut,mix,3,D,9,9,1,15,2,9.168,8.555
plut,mix,3,D,6,8,2,30,2,12.585,11.647
plut,mix,3,B,9,5,2,42,2,10.794,10.499
plut,mix,3,B,5,3,3,12,2,8.136894942,7.241
plut,mix,3,A,2,1,3,23,2,8.994,8.165
plut,mix,3,B,8,4,4,46,2,9.939,9.319
plut,mix,3,D,2,7,4,48,2,17.151,15.987
plut,mix,3,C,5,6,5,49,2,12.808,9.557
plut,mix,3,E,5,10,5,52,2,13.466,12.205
plut,mix,4,A,10,2,1,4,2,12.168,11.282
plut,mix,4,B,5,3,1,16,2,9.461,8.387
plut,mix,4,C,5,6,2,14,2,15.054,13.717
plut,mix,4,A,2,1,2,33,2,8.302,8.049
plut,mix,4,E,5,10,3,3,2,10.306,9.607
plut,mix,4,B,9,5,3,62,2,10.487,9.959
plut,mix,4,B,8,4,4,37,2,12.797,12.325
plut,mix,4,D,9,9,4,47,2,8.053,7.671
plut,mix,4,D,6,8,5,28,2,13.784,12.594
plut,mix,4,D,2,7,5,44,2,9.140894942,8.499
plut,pellets,1,E,5,10,1,23,2,10.347,9.412
plut,pellets,1,C,5,6,2,25,2,10.4,9.92
plut,pellets,1,D,2,7,2,50,2,10.176,9.687
plut,pellets,1,D,9,9,3,20,2,8.319,7.87
plut,pellets,1,D,6,8,3,28,2,9.517,9.005
plut,pellets,1,B,5,3,3,45,2,10.581,9.652
plut,pellets,1,A,10,2,4,27,2,12.586,12.221
plut,pellets,1,B,8,4,4,33,2,18.25,17.104
plut,pellets,1,B,9,5,5,32,2,11.022,10.351
plut,pellets,1,A,2,1,5,40,2,9.843,9.356
plut,pellets,2,A,10,2,1,21,2,9.259,8.914
plut,pellets,2,D,9,9,2,7,2,8.392,8.029
plut,pellets,2,A,2,1,2,12,2,11.003,10.711
plut,pellets,2,D,6,8,2,41,2,10.605,10.162
plut,pellets,2,B,9,5,3,33,2,9.082,8.714
plut,pellets,2,D,2,7,3,48,2,8.856,8.598
plut,pellets,2,E,5,10,4,51,2,8.587,8.108
plut,pellets,2,B,8,4,4,59,2,10.606,10.3
plut,pellets,2,C,5,6,5,30,2,11.378,10.393
plut,pellets,2,B,5,3,5,45,2,10.915,10.11
plut,pellets,3,A,10,2,1,27,2,8.642,8.325
plut,pellets,3,D,6,8,2,6,2,9.484,8.958
plut,pellets,3,D,2,7,2,11,2,10.926,10.289
plut,pellets,3,A,2,1,3,31,2,10.832,10.122
plut,pellets,3,C,5,6,3,58,2,8.715,8.152
plut,pellets,3,D,9,9,4,30,2,10.918,10.499
plut,pellets,3,B,9,5,4,57,2,10.617,10.232
plut,pellets,3,E,5,10,5,42,2,9.200894942,8.602
plut,pellets,3,B,5,3,5,47,2,14.967,13.74
plut,pellets,3,B,8,4,5,48,2,10.155,11.165
plut,pellets,4,D,9,9,1,29,2,13.175,12.739
plut,pellets,4,B,5,3,2,2,2,10.54,10.195
plut,pellets,4,E,5,10,2,32,2,11.519,11.106
plut,pellets,4,D,2,7,3,5,2,9.614,9.475
plut,pellets,4,A,10,2,3,40,2,12.764,12.507
plut,pellets,4,D,6,8,3,41,2,10.353,9.838
plut,pellets,4,B,8,4,4,49,2,8.505,8.295
plut,pellets,4,B,9,5,4,52,2,8.152,7.894
plut,pellets,4,C,5,6,5,31,2,10.151,9.661
plut,pellets,4,A,2,1,5,41,2,8.131894942,7.786
pver,control,1,C,9,5,1,24,2,6.286,6.092
pver,control,1,B,2,3,2,41,2,9.968,9.37
pver,control,1,D,7,6,2,49,2,11.755,8.799
pver,control,1,E,4,8,3,60,2,7.806,7.498
pver,control,1,E,9,10,3,61,2,8.046,7.689
pver,control,1,A,4,1,4,44,2,11.162,9.898
pver,control,1,E,1,7,4,45,2,14.417,13.937
pver,control,1,A,6,2,4,50,2,9.859,8.912
pver,control,1,E,8,9,5,28,2,8.834,8.206
pver,control,1,B,10,4,5,29,2,10.992,10.281
pver,control,2,C,9,5,1,3,2,6.228,6.046
pver,control,2,E,8,9,2,14,2,7.619,7.283
pver,control,2,B,10,4,2,21,2,9.995,9.8
pver,control,2,E,9,10,3,26,2,6.752,6.68
pver,control,2,A,6,2,3,34,2,5.364,5.233
pver,control,2,D,7,6,3,41,2,7.729,7.461
pver,control,2,A,4,1,4,23,2,8.094,7.462
pver,control,2,E,4,8,4,24,2,5.980894942,5.678
pver,control,2,E,1,7,5,31,2,7.85,7.542
pver,control,2,B,2,3,5,38,2,9.225894942,8.539
pver,control,3,D,7,6,1,4,2,6.885,6.559
pver,control,3,B,10,4,1,36,2,5.934,5.783
pver,control,3,C,9,5,2,13,2,8.939894942,8.224
pver,control,3,E,9,10,2,23,2,13.30489494,12.942
pver,control,3,B,2,3,3,11,2,8.119894942,7.879
pver,control,3,E,1,7,3,12,2,9.164,8.971
pver,control,3,A,6,2,4,33,2,8.75,7.951
pver,control,3,E,8,9,4,34,2,10.131,9.075
pver,control,3,E,4,8,5,39,2,6.425,5.955
pver,control,3,A,4,1,5,40,2,7.304,6.79
pver,control,4,D,7,6,1,29,2,8.954,8.439
pver,control,4,C,9,5,1,37,2,4.489,4.409
pver,control,4,A,6,2,2,12,2,8.398894942,8.348
pver,control,4,E,9,10,2,28,2,13.408,12.445
pver,control,4,B,10,4,3,7,2,13.266,12.993
pver,control,4,E,4,8,3,21,2,13.278,12.39
pver,control,4,E,8,9,4,7,2,8.252,9.845
pver,control,4,B,2,3,4,37,2,8.795,8.175
pver,control,4,A,4,1,5,7,2,15.854,14.974
pver,control,4,E,1,7,5,18,2,10.662,10.275
pver,dissolved,1,E,9,10,1,21,2,7.097,6.855
pver,dissolved,1,A,6,2,2,38,2,11.509,11.071
pver,dissolved,1,E,4,8,2,46,2,11.022,10.713
pver,dissolved,1,B,2,3,3,23,2,7.835894942,7.589
pver,dissolved,1,E,8,9,3,35,2,9.935,9.594
pver,dissolved,1,D,7,6,4,35,2,6.304,5.939
pver,dissolved,1,C,9,5,4,40,2,6.621894942,6.092
pver,dissolved,1,E,1,7,4,43,2,9.52,8.819
pver,dissolved,1,A,4,1,5,9,2,9.177,8.762
pver,dissolved,1,B,10,4,5,45,2,11.78789494,11.332
pver,dissolved,2,C,9,5,1,6,2,6.743,6.551
pver,dissolved,2,B,10,4,1,18,2,6.491,6.282
pver,dissolved,2,D,7,6,2,30,2,8.723894942,7.925
pver,dissolved,2,E,9,10,2,31,2,6.699,7.587
pver,dissolved,2,A,6,2,3,10,2,8.562,8.238
pver,dissolved,2,E,8,9,3,25,2,9.858,9.588
pver,dissolved,2,E,4,8,4,19,2,8.422894942,7.981
pver,dissolved,2,B,2,3,4,20,2,11.42589494,10.223
pver,dissolved,2,E,1,7,5,2,2,12.359,11.656
pver,dissolved,2,A,4,1,5,15,2,13.72589494,12.478
pver,dissolved,3,E,4,8,1,7,2,9.934,8.966
pver,dissolved,3,B,2,3,1,28,2,5.437,5.195
pver,dissolved,3,E,8,9,2,45,2,10.333,9.912
pver,dissolved,3,A,6,2,2,51,2,7.724,7.454
pver,dissolved,3,C,9,5,3,31,2,7.536,7.358
pver,dissolved,3,B,10,4,3,32,2,7.927,7.834
pver,dissolved,3,D,7,6,4,12,2,9.011894942,8.311
pver,dissolved,3,E,9,10,4,32,2,8.288,7.828
pver,dissolved,3,A,4,1,5,4,2,12.266,11.662
pver,dissolved,3,E,1,7,5,10,2,10.977,10.457
pver,dissolved,4,E,8,9,1,1,2,8.472,7.951
pver,dissolved,4,B,10,4,1,25,2,6.519,6.315
pver,dissolved,4,A,6,2,2,25,2,10.528,9.966
pver,dissolved,4,B,2,3,2,36,2,10.782,10.457
pver,dissolved,4,E,1,7,3,6,2,14.69,14.426
pver,dissolved,4,D,7,6,3,40,2,10.011,9.453
pver,dissolved,4,E,9,10,4,2,2,13.092,12.244
pver,dissolved,4,E,4,8,4,28,2,6.273,5.817
pver,dissolved,4,A,4,1,5,12,2,9.573,8.864
pver,dissolved,4,C,9,5,5,14,2,7.847,7.402
pver,fish,1,B,10,4,1,15,2,7.303,7.138
pver,fish,1,C,9,5,1,20,2,6.268,6.043
pver,fish,1,A,6,2,2,42,2,7.208,6.776
pver,fish,1,E,4,8,2,43,2,7.556,7.245
pver,fish,1,B,2,3,2,50,2,8.356,7.966
pver,fish,1,E,1,7,3,57,2,6.526,6.309
pver,fish,1,E,9,10,3,58,2,6.075,5.915
pver,fish,1,E,8,9,4,47,2,5.587,5.179
pver,fish,1,D,7,6,4,48,2,10.11789494,9.162
pver,fish,1,A,4,1,5,56,2,3.862,3.743
pver,fish,2,C,9,5,1,5,2,6.353,6.145
pver,fish,2,E,8,9,2,9,2,7.763894942,7.28
pver,fish,2,E,1,7,2,15,2,10.918,10.65
pver,fish,2,E,9,10,3,22,2,9.427,9.255
pver,fish,2,D,7,6,3,27,2,9.502894942,9.41
pver,fish,2,B,2,3,3,28,2,11.221,10.904
pver,fish,2,B,10,4,4,10,2,7.015,6.692
pver,fish,2,A,6,2,4,22,2,7.710894942,7.299
pver,fish,2,A,4,1,5,3,2,11.66889494,10.731
pver,fish,2,E,4,8,5,11,2,6.481,6.167
pver,fish,3,C,9,5,1,16,2,9.326,9.002
pver,fish,3,D,7,6,1,32,2,4.595,4.414
pver,fish,3,A,4,1,2,7,2,12.097,11.491
pver,fish,3,E,1,7,2,29,2,11.20889494,10.767
pver,fish,3,B,10,4,3,3,2,10.225,10.035
pver,fish,3,E,8,9,3,4,2,9.22,8.897
pver,fish,3,B,2,3,4,6,2,10.332,9.635
pver,fish,3,E,9,10,4,9,2,9.068,8.685
pver,fish,3,A,6,2,5,27,2,12.247,11.409
pver,fish,3,E,4,8,5,36,2,6.796,6.256
pver,fish,4,A,6,2,1,30,2,10.604,10.128
pver,fish,4,B,10,4,1,39,2,7.002894942,6.577
pver,fish,4,C,9,5,2,20,2,12.394,11.896
pver,fish,4,E,9,10,2,27,2,6.974894942,6.676
pver,fish,4,D,7,6,3,42,2,11.207,10.57
pver,fish,4,E,4,8,3,44,2,11.074,10.674
pver,fish,4,E,8,9,4,8,2,11.063,10.529
pver,fish,4,E,1,7,4,25,2,11.712,11.161
pver,fish,4,A,4,1,5,24,2,6.926,6.549
pver,fish,4,B,2,3,5,43,2,13.384,12.508
pver,livefeeds,1,C,9,5,1,35,2,8.28,7.988
pver,livefeeds,1,A,6,2,2,1,2,11.485,10.951
pver,livefeeds,1,E,8,9,2,22,2,6.661894942,6.583
pver,livefeeds,1,E,9,10,2,35,2,9.129894942,8.725
pver,livefeeds,1,A,4,1,3,15,2,8.900894942,8.787
pver,livefeeds,1,B,10,4,3,16,2,7.233,7.183
pver,livefeeds,1,E,1,7,4,27,2,5.696,5.31
pver,livefeeds,1,D,7,6,4,41,2,8.903,7.769
pver,livefeeds,1,B,2,3,5,1,2,15.101,13.948
pver,livefeeds,1,E,4,8,5,32,2,6.399,5.959
pver,livefeeds,2,D,7,6,1,2,2,5.981,5.742
pver,livefeeds,2,E,8,9,1,11,2,4.96,4.778
pver,livefeeds,2,A,4,1,2,8,2,8.773894942,8.295
pver,livefeeds,2,A,6,2,2,16,2,18.02289494,16.222
pver,livefeeds,2,E,4,8,3,20,2,7.416894942,7.492
pver,livefeeds,2,B,2,3,3,38,2,6.371,6.227
pver,livefeeds,2,E,1,7,4,21,2,11.171,10.097
pver,livefeeds,2,C,9,5,4,42,2,6.352,7.882
pver,livefeeds,2,B,10,4,5,33,2,5.771,5.611
pver,livefeeds,2,E,9,10,5,34,2,7.254,7.008
pver,livefeeds,3,A,6,2,1,13,2,7.46,6.915
pver,livefeeds,3,D,7,6,1,19,2,12.082,10.999
pver,livefeeds,3,E,4,8,2,4,2,6.420894942,8.424
pver,livefeeds,3,B,2,3,2,32,2,11.273,9.944
pver,livefeeds,3,E,8,9,3,1,2,11.412,11.038
pver,livefeeds,3,E,9,10,3,8,2,10.611,10.31
pver,livefeeds,3,E,1,7,4,13,2,8.959,8.229
pver,livefeeds,3,A,4,1,4,39,2,14.42589494,12.728
pver,livefeeds,3,C,9,5,5,21,2,12.878,12.104
pver,livefeeds,3,B,10,4,5,22,2,8.515,8.157
pver,livefeeds,4,E,8,9,1,33,2,12.036,11.226
pver,livefeeds,4,D,7,6,1,40,2,9.718,7.976
pver,livefeeds,4,A,6,2,2,18,2,11.057,9.591
pver,livefeeds,4,E,4,8,2,19,2,7.248894942,6.612
pver,livefeeds,4,E,9,10,3,39,2,7.508894942,7.412
pver,livefeeds,4,B,2,3,3,43,2,14.31889494,13.42
pver,livefeeds,4,C,9,5,4,4,2,11.519,10.666
pver,livefeeds,4,B,10,4,4,16,2,11.787,10.982
pver,livefeeds,4,A,4,1,5,13,2,9.651894942,9.044
pver,livefeeds,4,E,1,7,5,19,2,8.313,7.646
pver,mix,1,E,9,10,1,34,2,5.256,5.192
pver,mix,1,A,4,1,2,40,2,10.07689494,9.604
pver,mix,1,B,2,3,2,47,2,8.618,8.377
pver,mix,1,E,1,7,3,55,2,7.003,6.778
pver,mix,1,E,8,9,3,56,2,5.836894942,5.592
pver,mix,1,B,10,4,3,59,2,6.409,6.245
pver,mix,1,A,6,2,4,46,2,13.006,11.99
pver,mix,1,D,7,6,4,49,2,7.622,6.981
pver,mix,1,E,4,8,5,44,2,10.364,9.474
pver,mix,1,C,9,5,5,57,2,4.422,4.32
pver,mix,2,E,9,10,1,22,2,7.005,6.697
pver,mix,2,B,10,4,2,37,2,7.031,6.691
pver,mix,2,E,1,7,2,44,2,11.621,11.358
pver,mix,2,B,2,3,2,48,2,8.015894942,7.826
pver,mix,2,E,4,8,3,19,2,9.173,8.787
pver,mix,2,A,6,2,3,24,2,9.63,9.36
pver,mix,2,A,4,1,4,29,2,6.602,6.262
pver,mix,2,D,7,6,4,30,2,12.47,11.26
pver,mix,2,C,9,5,5,30,2,7.766894942,6.984
pver,mix,2,E,8,9,5,35,2,11.622,10.626
pver,mix,3,C,9,5,1,9,2,9.831,9.361
pver,mix,3,E,8,9,1,14,2,8.185,7.813
pver,mix,3,E,4,8,2,3,2,13.935,12.625
pver,mix,3,B,10,4,2,10,2,9.361,9.023
pver,mix,3,E,9,10,3,13,2,12.687,12.38
pver,mix,3,D,7,6,3,33,2,6.119894942,6.02
pver,mix,3,E,1,7,4,5,2,9.924,9.155
pver,mix,3,A,4,1,4,18,2,9.021,8.149
pver,mix,3,B,2,3,5,16,2,7.089,6.509
pver,mix,3,A,6,2,5,41,2,12.104,10.545
pver,mix,4,B,10,4,1,12,2,10.015,9.821
pver,mix,4,C,9,5,1,17,2,5.452,5.267
pver,mix,4,A,6,2,2,2,2,8.047894942,7.317
pver,mix,4,D,7,6,2,39,2,17.694,16.691
pver,mix,4,E,9,10,3,9,2,7.737,7.609
pver,mix,4,E,4,8,3,14,2,15.05189494,14.445
pver,mix,4,E,1,7,4,11,2,10.626,10.141
pver,mix,4,B,2,3,4,26,2,6.42,6.002
pver,mix,4,A,4,1,5,37,2,7.131894942,6.704
pver,mix,4,E,8,9,5,42,2,13.00689494,12.189
pver,pellets,1,C,9,5,1,8,2,8.901,8.627
pver,pellets,1,A,6,2,1,26,2,5.634,5.455
pver,pellets,1,D,7,6,2,17,2,7.063894942,6.65
pver,pellets,1,E,4,8,2,34,2,13.221,12.653
pver,pellets,1,E,9,10,3,2,2,13.235,12.986
pver,pellets,1,E,1,7,3,18,2,6.358894942,6.442
pver,pellets,1,B,10,4,4,17,2,5.820894942,5.532
pver,pellets,1,B,2,3,4,38,2,9.909,9.383
pver,pellets,1,E,8,9,5,17,2,7.332,6.872
pver,pellets,1,A,4,1,5,20,2,12.379,11.478
pver,pellets,2,A,6,2,1,10,2,10.213,9.944
pver,pellets,2,D,7,6,1,38,2,5.158,5.064
pver,pellets,2,B,2,3,2,5,2,9.953,9.821
pver,pellets,2,E,1,7,2,24,2,17.053,16.727
pver,pellets,2,B,10,4,3,30,2,na,6.87
pver,pellets,2,E,8,9,3,36,2,na,9.368
pver,pellets,2,E,4,8,4,1,2,13.265,12.987
pver,pellets,2,E,9,10,4,36,2,na,6.359
pver,pellets,2,A,4,1,5,5,2,11.43089494,11.262
pver,pellets,2,C,9,5,5,23,2,na,4.538
pver,pellets,3,E,9,10,1,27,2,13.217,12.752
pver,pellets,3,C,9,5,1,31,2,4.757,4.624
pver,pellets,3,E,8,9,2,11,2,8.614,8.313
pver,pellets,3,E,1,7,2,33,2,7.209894942,7.065
